cve_entidad	desc_entidad	cve_municipio	desc_municipio	id_indicador	indicador	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2005/t1	2005/t2	2005/t3	2005/t4	2006	2006/t1	2006/t2	2006/t3	2006/t4	2007	2007/t1	2007/t2	2007/t3	2007/t4	2008	2008/t1	2008/t2	2008/t3	2008/t4	2009	2009/t1	2009/t2	2009/t3	2009/t4	2010	2010/t1	2010/t2	2010/t3	2010/t4	2011	2011/t1	2011/t2	2011/t3	2011/t4	2012	2012/t1	2012/t2	2012/t3	2012/t4	2013	2013/t1	2013/t2	2013/t3	2013/t4	2014	2014/t1	2014/t2	2014/t3	2014/t4	2015	2015/t1	2015/t2	2015/t3	2015/t4	2016	2016/t1	2016/t2	2016/t3	2016/t4	2017	2017/t1	2017/t2	2017/t3	2017/t4	2018	2018/t1	2018/t2	2018/t3	2018/t4	2019	2019/t1	2019/t2	2019/t3	2019/t4	2020	2020/t1	2020/t3	2020/t4	2021	2021/t1	2021/t2	2021/t3	2021/t4	2022	2022/t1	2022/t2	2022/t3	2022/t4	2023	2023/t1	2023/t2	2023/t3	2023/t4	2024/t1	2024/t2	2024/t3	2024/t4	2025/t1	unidad_medida
09	Ciudad de México	014	Benito Juárez	1007000013	Conflictos de trabajo solucionados	1222	1335	1445	2031	1761	1626	1443	1308	1436	1646	1842	2044					1962					1783					1302					1314					2131					2168					1960					1945					1692					1526					1999					2538					3310					3343					497				1178					3447					2175										Conflictos
09	Ciudad de México	014	Benito Juárez	1007000014	Huelgas estalladas	27	15	13	6	10	1	0	2	1	4	6	2					4					4					3					0					5					2					4					3					3					7					7					1					1					2					0				0					2					0										Conflictos
09	Ciudad de México	014	Benito Juárez	1007000015	Huelgas solucionadas	9	4	5	6	8	9	2	0	20	3	1	3					2					2					4					5					4					1					2					1					1					4					2					2					4					3					0				0					2					0										Conflictos
09	Ciudad de México	014	Benito Juárez	5300000011	Personal ocupado total. Sector privado y paraestatal					355042					349313																	341826																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					66645					64162																	63239																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					159721					171346																	177521																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					55																																																																																																										Número de personas
09	Ciudad de México	014	Benito Juárez	5300000015	Personal ocupado total. Sector 21. Minería					9					21																	41																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000017	Personal ocupado total. Sector 23. Construcción					41768					40145																	21268																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					28747					30008																	22853																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000019	Personal ocupado total. Sector 48-49. Transportes					12712					10350																	13726																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					45385					33281																	43178																																																																																				Número de personas
09	Ciudad de México	014	Benito Juárez	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														62.002112																									70.3935310521192																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														37.917464																									29.4025984590238																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														96.782743																									97.9513865065236																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														45.87866																									48.8662749757149																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														54.12134																									51.1337250242851																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														32.556101																									34.0246917849671																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														97.587409																									98.0653266331658																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														96.100628																									97.842498887704																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.0804233																									0.203870488857029																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														25.199022																									29.471927792091																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														32.483986																									24.6528798436879																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														6.5093819																									9.89486971106462																								Porcentaje
09	Ciudad de México	014	Benito Juárez	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														3.2515095																									1.95563086818944																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	1007000012	Conflictos de trabajo	7073	8281	6361	6469	6441	5906	5433	5855	5306	6553	6215	6054					5836					6568					7242					7237					6215					5443					5361					5325					6318					5117					7242					7331					7056					7664					2813				6578					8387					710										Conflictos
09	Ciudad de México	015	Cuauhtémoc	1007000013	Conflictos de trabajo solucionados	2469	2653	2757	3827	3689	3031	2709	2570	2508	2904	3297	3399					3433					3123					2598					2520					3199					2855					2483					2915					2747					2600					3535					4086					4925					4647					693				1693					5377					3577										Conflictos
09	Ciudad de México	015	Cuauhtémoc	1007000014	Huelgas estalladas	32	39	32	19	15	10	6	1	3	14	8	8					7					4					6					5					3					1					1					7					2					14					5					4					2					1					0				0					0					0										Conflictos
09	Ciudad de México	015	Cuauhtémoc	1007000015	Huelgas solucionadas	25	11	10	21	18	22	9	2	11	8	4	12					3					5					4					6					2					4					7					5					1					10					4					8					8					2					0				0					0					0										Conflictos
09	Ciudad de México	015	Cuauhtémoc	5300000011	Personal ocupado total. Sector privado y paraestatal					701772					616940																	614547																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					137011					144442																	139832																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					272438					282143																	257378																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					154																																																																																																										Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000015	Personal ocupado total. Sector 21. Minería					549					6861																	2426																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					6835					7881																	111																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000017	Personal ocupado total. Sector 23. Construcción					30372					15271																	14530																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					58012					48743																	40825																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000019	Personal ocupado total. Sector 48-49. Transportes					70800					39136																	44850																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					125601					72463																	114595																																																																																				Número de personas
09	Ciudad de México	015	Cuauhtémoc	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														60.834538																									70.2167293495206																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														38.948038																									29.4870967674796																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.613665																									97.8702529019101																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														43.865478																									47.170711753477																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														56.134522																									52.829288246523																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														33.949171																									36.5317560032187																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														95.612532																									98.1870966525698																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														95.61455																									97.5873464738788																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2174241																									0.296173882999869																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														17.119407																									21.8191058345215																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														36.836742																									29.3081299320976																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														9.2658127																									9.57197509775965																								Porcentaje
09	Ciudad de México	015	Cuauhtémoc	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.8288668																									2.76903313240256																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	1007000012	Conflictos de trabajo	3287	3822	3064	2779	2795	2866	2793	3411	3152	3461	3677	3647					3571					4135					3989					4130					3996					3611					3574					4096					4595					3404					4270					4203					4561					4602					1974				4446					4056					572										Conflictos
09	Ciudad de México	016	Miguel Hidalgo	1007000013	Conflictos de trabajo solucionados	1064	1204	1256	1783	1766	1450	1391	1346	1388	1701	1840	2221					2097					1908					1448					1368					1917					1915					1784					1845					1837					1759					1921					2145					2738					3163					360				1049					3094					2025										Conflictos
09	Ciudad de México	016	Miguel Hidalgo	1007000014	Huelgas estalladas	6	17	10	8	1	0	2	3	4	2	6	1					2					1					4					1					2					1					1					0					1					4					3					0					1					0					0				0					0					0										Conflictos
09	Ciudad de México	016	Miguel Hidalgo	1007000015	Huelgas solucionadas	7	5	4	2	3	5	2	3	7	3	2	2					2					3					3					5					1					0					2					2					0					2					2					2					1					1					0				0					0					1										Conflictos
09	Ciudad de México	016	Miguel Hidalgo	5300000011	Personal ocupado total. Sector privado y paraestatal					419224					404180																	481279																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					63508					66822																	72037																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					189940					193093																	231296																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					47																																																																																																										Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000015	Personal ocupado total. Sector 21. Minería					1963					2014																	2572																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					23272					25716																	22184																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000017	Personal ocupado total. Sector 23. Construcción					38006					15985																	28847																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					59041					48259																	41808																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000019	Personal ocupado total. Sector 48-49. Transportes					14819					20815																	24499																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					28628					31476																	58036																																																																																				Número de personas
09	Ciudad de México	016	Miguel Hidalgo	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														61.048325																									68.0922051193503																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														38.697019																									31.6287398800788																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														97.027238																									98.0232967140836																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														46.218061																									47.5975263601338																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														53.781939																									52.4024736398662																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														34.157971																									36.8199068407752																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														97.604784																									98.3123523093448																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														96.530919																									97.7607455335888																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2546563																									0.279055000570921																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														17.343523																									20.8806980778205																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														37.31364																									31.3615511275084																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														8.5296951																									8.50760330724053																								Porcentaje
09	Ciudad de México	016	Miguel Hidalgo	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														2.6551707																									2.43024064665534																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	1007000012	Conflictos de trabajo	1251	1369	1173	988	985	1041	930	1075	972	1135	1041	1194					983					1029					930					1046					971					784					765					827					1076					907					1021					979					1114					1027					348				957					990					76										Conflictos
09	Ciudad de México	017	Venustiano Carranza	1007000013	Conflictos de trabajo solucionados	476	509	534	672	613	533	470	423	458	535	535	665					660					485					367					307					448					464					391					382					423					563					485					541					622					780					93				212					763					493										Conflictos
09	Ciudad de México	017	Venustiano Carranza	1007000014	Huelgas estalladas	8	5	7	3	0	0	1	0	1	2	2	1					1					0					1					1					1					1					1					1					2					0					1					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	017	Venustiano Carranza	1007000015	Huelgas solucionadas	3	2	3	1	3	3	0	1	4	1	0	2					1					0					2					1					2					1					1					0					0					0					0					1					1					2					0				0					0					0										Conflictos
09	Ciudad de México	017	Venustiano Carranza	5300000011	Personal ocupado total. Sector privado y paraestatal					128226					129867																	157021																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000012	Personal ocupado total. Gran sector 43-46. Comercio					39641					42131																	44428																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000013	"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros"					34599					43965																	53286																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000014	Personal ocupado total. Sector 11. Pesca y acuicultura					33																																																																																																										Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000016	"Personal ocupado total. Sector 22. Electricidad, agua y gas"					1																																																																																																										Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000017	Personal ocupado total. Sector 23. Construcción					1382					638																	865																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000018	Personal ocupado total. Sector 31-33. Industrias manufactureras					20092					17387																	15295																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000019	Personal ocupado total. Sector 48-49. Transportes					32187					25603																	42927																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	5300000020	Personal ocupado total. Sector 52. Servicios financieros y de seguros					291					143																	220																																																																																				Número de personas
09	Ciudad de México	017	Venustiano Carranza	6207019030	Porcentaje de población de 12 años y más económicamente activa																																																														55.899302																									64.7661220462653																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019035	Porcentaje de la población de 12 años y más No Económicamente Activa																																																														43.89661																									35.0415204356963																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019039	Porcentaje de la población de 12 años y más económicamente activa ocupada																																																														95.51072																									97.7011540699554																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019040	Porcentaje de la población femenina de 12 años y más económicamente activa																																																														41.774484																									45.9938902178832																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019043	Porcentaje de la población masculina de 12 años y más económicamente activa																																																														58.225516																									54.0061097821168																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019047	Porcentaje de la población de 12 años y más no económicamente activa que estudia																																																														32.676303																									35.3869478841472																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019054	Porcentaje de la población femenina de 12 años y más económicamente activa ocupada																																																														96.346484																									98.068914621075																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019056	Porcentaje de la población masculina de 12 años y más económicamente activa ocupada																																																														94.911092																									97.3879536101758																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019059	Porcentaje de población de 12 años con condición de actividad económica no especificada																																																														0.2040872																									0.192357518038424																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019060	Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada																																																														16.487704																									18.4175541846535																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019064	Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar																																																														40.390464																									34.6863937144308																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019065	Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas																																																														7.3474751																									8.79875125098959																								Porcentaje
09	Ciudad de México	017	Venustiano Carranza	6207019070	Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar																																																														3.0980539																									2.7103529657789																								Porcentaje
09	Ciudad de México	996	No especificado	1007000012	Conflictos de trabajo	447	176	448	273	299	215	76	137	132	118	130	265					170					278					147					220					156					221					290					361					476					151					101					169					189					157					68				126					252					12058										Conflictos
09	Ciudad de México	996	No especificado	1007000013	Conflictos de trabajo solucionados	202	150	204	295	227	169	73	55	60	64	63	135					125					98					78					135					129					259					502					366					216					138					101					59					78					104					21				34					135					9006										Conflictos
09	Ciudad de México	996	No especificado	1007000014	Huelgas estalladas	0	0	2	0	4	0	0	0	0	0	0	0					0					0					0					0					0					1					2					0					0					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	996	No especificado	1007000015	Huelgas solucionadas	0	0	0	0	0	0	0	0	0	0	0	0					0					0					0					0					0					1					1					1					0					0					0					0					0					0					4				0					0					0										Conflictos
09	Ciudad de México	997	Otros estados	1007000012	Conflictos de trabajo	200	239	226	189	203	144	246	344	298	270	248	254					159					236					160					195					191					162					135					169					209					176					162					183					174					136					64				176					191					25										Conflictos
09	Ciudad de México	997	Otros estados	1007000013	Conflictos de trabajo solucionados	45	42	59	91	82	74	58	87	112	98	81	85					109					75					34					39					65					76					65					47					52					37					41					48					81					89					8				25					132					89										Conflictos
09	Ciudad de México	997	Otros estados	1007000014	Huelgas estalladas	0	0	0	0	0	0	0	0	1	0	0	0					0					0					0					0					0					0					0					0					0					0					0					0					0					0					0				0					0					0										Conflictos
09	Ciudad de México	997	Otros estados	1007000015	Huelgas solucionadas	0	0	0	0	0	0	0	0	0	0	0	0					0					1					0					0					0					0					0					0					0					0					0					0					0					0					0				0					0					0										Conflictos
